OriginalTweet,Sentiment
It is enough for being categorised a liar that @RehamKhan1 went on Indian media to malign Pakistani women.Mufti Naeem#RehamInsultsPakWomen',Positive
"Stunning smiles infectious optimism #MyJourneyWithKhan began looking at the plight of these young children,collecting garbage for a living.@ImranKhanPTI will change that with honesty.. i have always believed. ",Positive
@KhanAmerKhan Any news on the 2 security force individuals injured last night? May Allah grant them a full and speedy recovery.',Positive
@KhanAmerKhan Innalillahi wa inna alaehi rajioon.May Allah grant them the highest stage in jannahAnd pour patience on their families',Positive
"Cancer affects not just an individual, but an entire family.It drains the resources from them, financial, emotional & physical.Only someone who has experienced it can understand the painOnly a determined man like @ImranKhanPTI can bring relief for them#DonateToSKMCHKarachi ",Positive
This picture depicts the adulation of people of all ages for @ImranKhanPTIIt is because of what he has done for the people of Pakistan.#DonateToSKMCHKarachi ,Positive
People donate only to those they know are honest.#DonateToSKMCHKarachi because it is only @ImranKhanPTI who will have achieved not one but in sha Allah 4 cancer hospitals in an underdeveloped country like Pakistan ,Positive
"@RabiaaPTI @BOLNETWORK @AamirLiaquat Highly unfortunate that we will go to the most qualified people for anything and everything but when it comes to Islam any 'maulana' will do""",Positive
BOLNETWORK @AamirLiaquat This is innovation &  if beneficial,Positive
"@Hammad_Ansari @ashaqeens @hassan_k82 @ArifAlvi @KhurrumZamanPTI These are available for schools and not individuals.If you have a school where you want them to come,  i could give you a contact number in sha Allah.'",Positive
@AajKamranKhan What kind of journalism is this?Where have the ethics of verified news and honesty gone?Makes one wonder how many of your news breaks etc must be fake like your baseless proclamations on this report? Tragic indeed.Misleading public,Positive
.@SamarKhanPTI your speech was one that seemed to pour forth from the heartIt voiced the sentiments of so many.The corruption beriddled system is hard to stand against but pray do not give in .Its what they want. We are at the eve of change.come back with renewed zeal please',Positive
"We made many mistakes, but have learnt from our mistakesAnd we know the way forward@PervezKhattakCMPanel Discussion:#PTI100DaysAgenda'",Positive
"For the first time in history, a translator for special needs people.Because every individual is important. #PTI100DaysAgenda ",Positive
"@ashaqeens @hassan_k82 Participate in the #MillionTreeTsunami campaign Its led by @ArifAlvi , @KhurrumZamanPTI There's the free #PencilWithSeeds to motivate children... Free plants distributed...Do what you can or join hands with them ",Positive
"The 'brains' of Naya Pakistan in sha Allah whose time has now come.From Employment to environment, from economy to human rights#PTI100DaysAgenda ",Positive
"@PTIofficial Shame on @DunyaNews .Saying anything to their thief mistress (no pun) makes them squirm, yet they attack a lady who isn't involved in any politics.@mujibshami1 at least don't defend his treason Some respect to your profession please ",Positive
"Rising high, the Pakistan flag And that's how it shall always remain no matter how hard the anti forces try.All efforts of @ImranKhanPTI towards a better Pakistan in sha Allah.#RebuildKarachiWithIK ",Positive
"From supporting criminals of Lyari Gang war to facilitating prisoners to resort to violence outside jail, PPP is trembling under the popularity of PTI Thus this violence , which is their brand of politics.@SaeedGhani1@BBhuttoZardari# ",Positive
"@PTIPoliticss @Inocent_Cheeti @ShamaJunejo I have been there in most of the jalsas and I can personally guarantee that the crowd of women and men there, both, are the best of the lot.    ",Positive
"Rana Sana has ABSOLUTELY no right to use this language against any woman regardless of who she is.Since @CMShehbaz has apologized, Rana Sanaullah must apologize for his filthy words as well@Dr_YasminRashid on @SAMAATV#PTIMinarePakistanJalsa'",Positive
Rana Sanaullah is a habitual offender in terms of the language he has used for women at #PTIMinarePakistanJalsaHe was kicked out of PPP for the same reason. @Dr_YasminRashid on @SAMAATV',Positive
@zuk60 @_Mansoor_Ali A Muslim is never a pessimistTheir time is already overThey are reeling from the impact while their paid mouth pieces scream hoarse to try and prove it otherwise #PTIMinarePakistanJalsa',Positive
"@_Mansoor_Ali Do you have any opinion about the wailing squealing scratching individual who couldn't even say Pakistan Zindabad without looking at his script?#PTIMinarePakistanJalsa""",Positive
@_Mansoor_Ali This is how distant you get from the reality of masses and their lives when you keep defending the corrupt ... and we love truly the heartfelt speech.#PTIMinarePakistanJalsa',Positive
My leader My brave and honest leader Moving scenes with the anthemEeyakanabudu wa eeyakanastaeen#PTIMinarePakistanJalsa ,Positive
This is the passion on which Pakistan was built - sheer determination of the masses.And this will mark the return of Pakistan to what it was created for.In sha Allah#PTIMinarePakistanJalsa ,Positive
The lights that glow around the historical monument representing the beginning of Pakistan will cascade into the start of a just and equitable Pakistan today.#PTIMinarePakistanJalsa ,Positive
@SirJohnRoe @ImranKhanPTI Hahahah .. clinched it',Positive
KhanAmerKhan Innalillahi wa inna alaehi rajioonHeart renting. A2083May Allah grant their families patience.',Positive
"@KhanAmerKhan May Allah grant him the highest stage in Jannat ul FirdosWhat do you with such news.. the heart doesn't want to like it...It's so many families affected.. and the corrupt politicians will keep filling their coffers inviting terrorism..""",Positive
"@IamFahadia @ImranKhanPTI @MunazaHassan @Asad_Umar @JahangirKTareen @FauziaKasuri Also @Pervaiz_Khattak @shahidmasood @IM_Bokhari etc etc etc... fake accounts all .. here, fb and on other social media..Just cause it says the name doesn't mean it's them""",Positive
"@IamFahadia @ImranKhanPTI @MunazaHassan @Asad_Umar @JahangirKTareen @FauziaKasuri And @FauziaKasuri I have not seen any notice of you having removed yourself from the party, only griping from you about non issues.. hence as per my knowledge, you ARE the l",Positive
"@IamFahadia @ImranKhanPTI @MunazaHassan @Asad_Umar @JahangirKTareen @FauziaKasuri To @FauziaKasuri ... how many times have you been harassed by PTI representatives?It is despicable, not to say shameful for you to jump on the bandwagon of someone you don't",Positive
@IamFahadia @ImranKhanPTI @MunazaHassan @Asad_Umar @JahangirKTareen Are you naive or pretending to be So? Are you unaware that there is no guarantee it's a verified and authentic account ? Why did you simply not block him if there were undignified request,Positive
@PTI_KHI @sarwatgilani PTI WILL NEVER EVER align itself with These 2 corrupt parties looting the country in turns nor have any alliance with them.Those who want to satiate their conscience with this figment of their imagination may continue to do so.',Positive
"@khalid6992 @PTI_KHI @sarwatgilani PTI had proposed this candidate many days before PPP.If the latter wants to follow the same, please question PPP.'",Positive
@ArifAlvi @KhurrumZamanPTI @DrSeemaSZia @SamarKhanPTI The rate of one bowser/ water tank by CBC has again been increased from Rs 300 to 500 as well',Positive
"@miansaqibsohail @MasumSiddiqui @ArifAlvi @KhurrumZamanPTI @Fsnaqvi @shahidmajeedkhi @obaid_lodhi @ArshadSidiqi Will try and convey your message for sure in sha Allah if he doesn't see it here. @ArifAlvi  does respond directly to tweets too. ..""",Positive
"MaryamNSharif you and your party members are despicable, uncouth and uneducated @ImranKhanPTI was the first to condemn the shoe throwing and this is what you did. ",Positive
@miansaqibsohail @MasumSiddiqui @ArifAlvi @KhurrumZamanPTI @Fsnaqvi @shahidmajeedkhi @obaid_lodhi @ArshadSidiqi PTI leadership vis @ArifAlvi and others are constantly working on the water issue ... the water mafia needs to be beaten ...we are trying our b,Positive
"Plant a tree.Even if a bird benefits from it, you get Sadqa Jariya@ImranKhanPTI plants a tree to contribute to PTI's #MillionTreeTsunami initiative in Karachi #AaoKarachiKiBaatKarein ",Positive
.@ChMSarwar 's victory is actually the vindication of a man who was leaving the country disillusioned by his former party & it's restrictions on letting him serve the nation-the sole cause of his returnHis seat in #SenateElections2018 denotes the success of a better party #PTI ,Positive
@PTI_KHI Pakistanis must align themselves with those challenging the culture of corruption which has been the only thing the other parties have done besides PTI',Positive
@ArbabBar @ZamungKor_KP @ImranKhanPTI @Pervaiz_Khattak @AtifKhanpti @AsadQaiserPTI @Asad_Umar @Ali_MuhammadPTI There are plans for an institute along the same lines... Soon in sha Allah.',Positive
@RehamKhan1 So don't you dare give your half baked opinions about Islam and present them as your version of adultered doctored and corrupt   Islam.In no way does the woman on the left qualify as wearing a hijab...May Allah Guide us all#ShamelessFanaticReh,Positive
"@RehamKhan1 Now whether that or you prancing around half naked is more political , let's not spark a debate there. #ShamelessFanaticReham""",Positive
@RehamKhan1 A woman like you who only donned the half head covering draped over your head is in no position to talk about the hijab or judge the intention of another woman even if it were political. #ShamelessFanaticReham',Positive
@RehamKhan1 You seem to be landing from the frying pan into the fire.Your judgemental attitude is deplorable.Who are you to judge whether a woman wears a hijab for political reasons or the love of Allah swt? #ShamelessFanaticReham',Positive
"Then Aftab Sultan , Qamar uz Zaman, Zahid Saeed They are called godfathers because they have planted their selected corrupt people in state offices.#IKPressCon'",Positive
These people are a mafia for sure.The first corrupt Godfather of corrupt bureaucracy is Fawad Hassan Fawad#IKPressCon',Positive
A world class hospital @SKMCH was constructed and made fully functional in Rs. 4 billionThis one person Ahad Cheema is accused of Rs. 14 billion #IKPressCon',Positive
I was flabbergasted about this Ahad Cheema..I researched on him.He is the front man of Shahbaz Sharif@ImranKhanPTI#IKPressCon',Positive
It's the difference between Education and literacyGrace & vulgarityClass & crassiness@Jemima_Khan & you Look at how petty you are..Should we go on about your stripping one day & dupatta next?Go to a grooming school & grow up ,Positive
"The smile on your face says it all.May Allah multiply your happiness manifold, grant you success for all you sacrificed for Pakistan and increase you both in Righteousness.@ImranKhanPTI Love always, #MubarakImranKhan ",Positive
.@AliHZaidiPTI says exactly what I always say...Why does Ch.Nisar use exposing #Dawnleaks as a tool or threat?How brazen is he that he hides anti state facts and use them for blackmail?',Positive
@aamirghauri @siasatpk @ImranKhanPTI No comments or advice for PPP who secured just around 3000 votes?Course not. The wealth will otherwise stop flowing this way',Positive
"@aamirghauri @siasatpk @ImranKhanPTI There are many more victories of the ONLY CERTIFIED SADIQ & AMEENAbout the foul language, unfortunately the venom you spat has already proved you are prejudiced hence you do not qualify for the very reason'",Positive
"@aamirghauri @siasatpk @ImranKhanPTI Victory in mobilising the silent masses and the educated lot, the ladies and even babies being politically aware.'",Positive
"@aamirghauri @siasatpk @ImranKhanPTI Victory in offering himself and his own party members for justice.Inviting that anyone, ANYONE AT ALL FROM #PTI Accused of corruption be tried for it and punished if found guilty'",Positive
"@aamirghauri @siasatpk @ImranKhanPTI Victory in standing ALONE.Being mocked for it yet standing resolute, not joining hands with the corrupt.'",Positive
@aamirghauri @siasatpk @ImranKhanPTI The victory of the awakening of the masses who have now started demanding justice and money trails from powerful pay masters of those who toe their lines',Positive
@aamirghauri @siasatpk Strangely enough you forget that @ImranKhanPTI has been victorious in there biggest battle In history that has brought the corrupt to task.That has led Nawaz Sharif the corrupt disqualified',Positive
"All those involved in #MashalKhanMurder must be punished severelyThe murderer isn't just the one who pulls the triggerIt is also the spectator who either edges the criminal on or watches the victim take their last breaths@KP_Police1 we thank you for your painstaking efforts""",Positive
@Fereeha @SarahJawadKhan @ImranKhanPTI @arsched @RehamKhan1 Would @SarahJawadKhan have the grace to apologise over her mudslinging ??We await ',Positive
"@RehamKhan1 vs @Jemima_Khan A woman who keeps threatening exposing her own married life.. that too extremely short lived , ....can in no way compare to a genteel ladyJudge yourself ",Positive
"@5hoab @AtifKhanpti Jazakallah kher and I hope you achieve your purpose .Especially cause it's a child's welfare involved""",Positive
5hoab A more sensible way would be to tag @AtifKhanpti And I'm sure he'll do what's in his power if he reads this. Let's not Make every issue a means to gain retweets ,Positive
"A leader sets examples by leading, not commanding people to do so and violating it themselves Chairman @ImranKhanPTI stands in a queue with everyone else as he leaves Karachi.",Positive
Imran the murderer of Zainab has 37 foreign currency accounts.He is backed by both political and non political elite of Pakistan.He is a leading member of ViolentChildPornography followers.@Shahidmasooddr #ZainabMurderCase',Positive
"When the fabric of society is destructed, using a mercenary approach, it leads to the degradation of the moral fabric of society, which is clearly evident with the heart wrenching Kasur case. #IKonDunya'",Positive
"They have been maligning me, they could have continued.The tragedy is that they dragged into it our families. They began their vulgar mud slinging campaign against them.#IKonDunya'",Positive
It pains me to talk about BushraBegum ,Positive
"@ImranKhanPTI My dear dear beloved leaderTrust me , save a few of the dogs who are in the habit of barking , the entire nation craves your happiness.Youve done more for us than yourselfAllah Knows you deserve every iota of joy and love you can get a",Positive
MoeedNj Ohhh but you MUSTTTTDon't you know that holding dual nationality AND holding office is the order of the day with this government.You qualify perfectly A2128,Positive
"From the seeds of love planted in a son's heart who lost his mother to the disease, sprouted the idea of @SKMCH @ImranKhanPTI the source for world class health services for the poor#23YrsOfSKMCH ",Positive
Proud to be part of those people.Can be rightly said... they were the pioneers of the movement for #NayaPakistan in our beloved #Karachi ,Positive
"@ImranKhanPTI #PPPattacksPTITypical status quoAttack, then cower behind excuses. ",Positive
"@ImranKhanPTI Ali Moosa Gillani will obviously have 'licensed' weapons.Opening fire on any Pakistani citizen, is unfortunately for him, NOT LICENSED Must be tried for causing harm and attempt to murder#PPPattacksPTI ",Positive
"The attack on @ImranKhanPTI 's convoy in Okara is a reflection of the vulgar and elitist mindset of the PPP that allows the rich to wield the power of weapons on who so ever they like . The rule of the jungle will no longer apply. They will face justice & soon #PPPattacksPTI""",Positive
"JalalQazi It has to be understood that the for of 70 years, the scarcities cannot all be made perfect in just 3 to 4 years. We in Sindh have the same govt for 4 decades at least. Worse off than before. It's started now, will have a snowball effect In sha Allah",Positive
"I'm here, early, for the #SheikhupuraKaptaanKa rally.I'm here for my future I'm early to pitch in my bit for the ball that's started to roll already .For change ...With @ImranKhanPTI ",Positive
"All boils down to the same things... Governance, corruption, accountability.A strong government would use funds honestly to ensure provision of basic facilities to people. ",Positive
"@ArifAlvi @PTINA250 @arypowerplay The mineral water syndrome needs to be discouraged as it's a select mafia earning from it while being a burden on the economy I  general-@ArifAlvi""",Positive
"I admit the pathetic water situation in Pakistan & regret itI myself drink tap water but I have helped set up 12 filtration plants for the poor from my own expenditure.It's my way of trying to benefit the poor.-@ArifAlvi @PTINA250 On @arypowerplay""",Positive
@AJShafquat @imran_sidra @Asad_Umar @PTIofficial The graphic is beautiful and as powerful as the words .Wow',Positive
"@imran_sidra The govt will not do it ppp or PMLNIt's a golden chance to collaborate & improve areas & it  will help secure them for future election""",Positive
Pakistan ZindabadThe flag symbolises the resolve to get rid of all the corrupt,Positive
Allah grants a great reward to a person who frees another from debtThis national hero deserves it#MustafaKhanPlease help or rt to spread ,Positive
"Here you go all Social media teams, this is a shout out for you & your passion from @Dr_YasminRashid Congratulations #PTIkaNA120 ",Positive
Election day in home town of Sharifs but the Sharifs are still in hiding or London.Paesae khatam hogae Kya?#PTIkaNA120 ,Positive
Should have made him stand in the same gutter and speak.Must cast #BallayPeThappa for change,Positive
"PMLN PM,DISQUALIFIED PM,Finance Minister & others in London discussing #PTIkaNA120 @MaryamNSharif got cold feet already ",Positive
"Rana Mashood , PMLN minister visits polling stations armed.Police failed to stop them as has the ECP failed in their duty#PTIkaNA120'",Positive
This is the car that crushed a child while it raced on the wrong track ,Positive
.@MaryamNSharif @CMShehbaz The only political party in govt since partition. Forget #NA120 Answer for Punjab ,Positive
"@PTIOfficialISB @Dr_YasminRashid @DunyaNews @BOLNETWORK @MaryamNSharif The fire didn't scathe the deceased but the fall on the ground finished him. Who is responsible?""",Positive
@PTIOfficialISB @Dr_YasminRashid @DunyaNews @BOLNETWORK @MaryamNSharif Yes A mat. Held by policemen. Who missed Innalillahi wa inna alaehi rajioon',Positive
"@PTIOfficialISB @Dr_YasminRashid @DunyaNews @BOLNETWORK @MaryamNSharif This is a building in the Red Zone The unfortunate lad was told to jump to save his life, on to a mat held by 6 policemen'",Positive
"Compare Gaza's war torn area to PakistanNow say Thank you Sharifs, Bhuttos & ZardarisThe ONLY ruling democrats for 4 decades@PTIofficial ",Positive
What tabdeeli in KPK asked @BBhuttoZardari What change in Sindh where PPPs the ONLY democratic govt since partition?#SindhGovtExposed ,Positive
"Sharing a light moment at the #PTISMTSindhMeetup , @AliHZaidiPTI & @HaleemAdil ",Positive
"@ImranKhanPTI Competition for higher grades takes precedence over it.Perhaps it's more difficult today than then. Hoping better teachers succeed more""",Positive
"@ImranKhanPTI This is so true.Unfortunately despite the passage of time,even today teaching humanity seems to still be on the back seat'",Positive
fajjarali20 @BBhuttoZardari Look at the vulgarity they create about @ImranKhanPTI Does he ever reply like them? No.It's crassy you see. A2158,Positive
"Delivering a very thunderous & motivating speech, @HaleemAdil at the podium gives the team the drive it needed#PTISMTSindhMeetup ",Positive
"Because some motivation does come from appreciation, Ali bhai & Haleem bhai at the #PTISMTSindhMeetup ",Positive
"Hosting the event, @TASiddiquis who has come all the way from England  #PTISMTSindhMeetup ",Positive
#PTISMTSindhMeetup@AlishaPti is a hardworking ground and backend member both.One woman team ,Positive
A new induction but extreme dedication personified @obaid_lodhi shares #PTISMTSindhMeetup ,Positive
#PTISMTSindhMeetupMr. @hansbadvi sharing the journey of SMT since its inception ,Positive
"@ImranKhanPTI Please learn to GIVE A speech , not excruciatingly wail it out to the disinterested public #BilawalBawls'",Positive
"Same breath, #BilawalBawls 2 statements 1 @ImranKhanPTI does not take care of dengue2 He has the habit of fighting,so now mosquitos'",Positive
#BilawalBawls@ImranKhanPTI is in Sukkur when KP is under Dengue attack@BBhuttoZardari that's cause those RESPONSIBLE are doing their joke',Positive
"@ImranKhanPTI Secure in the protection & guard of their love, not behind guards & bullet proof shields @ImranKhanPTI among the people he struggles for. ",Positive
"For @ImranKhanPTI protection comes from Allah & the very people the rest cower from, behind bullet proof glasses & thousands of guards#PTI ",Positive
@ShkhRasheed @ImranKhanPTI 2nd kind is those who are still being hoodwinked by these corrupt.But these will also wake up to reality soon#AzadiJalsa',Positive
@ShkhRasheed @ImranKhanPTI Another media house as well.  Which stands to gain in terms of some LNG contract #AzadiJalsa',Positive
@ShkhRasheed @ImranKhanPTI There are only 2 types of people who support Nawaz Sharif.1st- ones with vested interests#AzadiJalsa',Positive
"@ShkhRasheed @ImranKhanPTI We want to raise the value of the green passport. That's what we have to doRespect for Pakistanis#AzadiJalsa""",Positive
@ShkhRasheed @ImranKhanPTI I do not praise anyone till I feel it in truth. Let us all thank @ShkhRasheed by applauding him#AzadiJalsa',Positive
Eeyakanabudu wa eeya kanastaeenFirst of all I want to pay rich tribute to @ShkhRasheedFrom me &,Positive
"@NavidAhmadKhan Exactly It's the criminal mindset of the Not Sharifs.Coerce and bribe cause might is rightDisgusting""",Positive
"Passion unbridled,fears liberated,the #PTI flag symbolises resistance,a promise for a better future for Pakistan.Watch divers from Jeddah ",Positive
There is an open invitation by @ImranKhanPTI for #AyeshaGulalaiLies We demand Ruhr same for Hamza son of @CMShehbaz #JusticeForAyeshaAhad',Positive
"Nawaz Sharif is a criminalPunjab government's use of State assets for his benefit are condemnable#BanNawazOnMedia""",Positive
#AyeshaGulalaiLiesMust be a very very shameless father to have a daughter continue and waitPlease expose @ImranKhanPTI to public #AyeshaGulalaiLies continueYesterday:@ImranKhanPTI DID NOT propose to meTodayHe proposed to me via @naeemul_haque',Positive
@ImranKhanPTI On @Kashifabbasiary show:I went for NA1 seat ticket On @mubasherlucman I did not ask for the ticket.#AyeshaGulalaiLies',Positive
.@ImranKhanPTI will neither reply nor rebutt my accusations #AyeshaGulalaiLiesWe all know that he does not respond to lowly women like U',Positive
"@ImranKhanPTI I had already decided to quit the party, but I will not leave my RESERVE seat#AyeshaGulalaiLiesVery ethical I must say'",Positive
"@ImranKhanPTI Which party will you join next?PPP or if i get supporters like @JahangirKTareen , make my own#AyeshaGulalaiLiesThen why object to JKT?'",Positive
"@ImranKhanPTI .@BBhuttoZardari is a new leader, will lead party#AyeshaGulalaiLiesAt the instructions of his father, corruption of billions,Swiss acc.'",Positive
"@ImranKhanPTI PPP: Respectful?Yes. Having murdered Benazir Bhutto without action, Michiko & Ayyan Ali of Zardari fameRespect?#AyeshaGulalaiLies'",Positive
"@ImranKhanPTI Many PMLN ministers have been accused of rape by victims, then victims are silenced, force to withdraw cases#AyeshaGulalaiLies'",Positive
"@ImranKhanPTI If PMLN respects women more...recall the parliamentarian raped ,drugged & murdered, Model Town Victims & more#AyeshaGulalaiLies'",Positive
@ImranKhanPTI Any self respecting father would have his daughter quit an occupation immediately at the mere hint of harassment #AyeshaGulalaiLies',Positive
Since 4 years @ImranKhanPTI has been sending messages#AyeshaGulalaiLiesWhy did you wait for so long?',Positive
After his bizarre sexist comments Indian Army Chief now equates a stone with a rifle Seriously? Perhaps he shd tell his govt to stop spending on expensive weapon systems &,Positive
Indian state terrorism in IOK continues unabated - latest being the massacre of civilians in Pulwama. World remains silent but Pakistan must move beyond declaratory statements towards concrete suggestions for conflict resolution based on UNSC resolutions ,Positive
No U have gotten it wrong. That bill lapsed. We have a govt bill which has gone through the law ministry vetting and is with the Int Ministry. We shd be able to table it in Jan. This is what I said in the Senate Committee ,Positive
"Today the govt process of Bills being finalised before being laid before Parliament was finally completed for the Persons with Disabilities Bill when cabinet gave it's approval to the final draft. Will now be placed before NA.""",Positive
Now these INGOs using EU diplomatic pressure and latest is US State Dept pressure which shows govt was right in not registering them as they have political agenda overtones 80 plus INGOs (apart from UN Orgs etc) is a lot already ,Positive
"Yesterday, had an interesting mtg with Facebook delegation led by Simon Milner, VP of APAC Public Policy along with Sarim Aziz, Head of Public Policy for Facebook Pakistan & Sehar Tariq, Public Policy Manager for Facebook Pak. Digital Media specialist Imran Ghazali also joined us ",Positive
Yes I stand by what I said and yes I support the corridor opening because that is an unconditional humanitarian gesture for the Sikhs to access their holy places - not appeasement of Modi govt or Indian state ,Positive
"Amusing to see PMLN circulating video of speech I made in Parl criticising PMLN's appeasement of Indian govt I stand by what I said & support opening of Kartarpur corridor.Latter is not appeasement of Modi govt but humanitarian gesture allowing Sikhs access to their holy places""",Positive
"Decision to open Kartarpura corridor esp for Sikh pilgrims from India is a principled position based on simply doing what is right. Not linked to demands 4 reciprocity from India, Pak govt has taken this step bec it is the right thing to do - allow ppl access to their holy places'",Positive
"And when the veto raised its head in UN Security Council, the US used the UN GA to pass the Uniting for Peace resolution to legitimise it's mly intervention in Korea US only state to use atomic bombs ag a country that did not possess nukes & was on road to surrender in any case ",Positive
On request from PTI Persons with Disabilities Wing MOHR asked Min of Finance to approach SBP regarding braille keypads for ATM machines. SBP has informed that currently around 14019 ATMs have been installed in diff locations ,Positive
My Bill on this was held up by PMLN govt and MOFA for 5 yrs before it was eventually rejected. Sadly PPP mbrs of foreign relations committee chose not to vote for it when the voting happened - they didnt show up ,Positive
A great development - PM has always spoken abt the genuine grievances of the people of what was FATA - incl on the floor of the NA. Now the 2 PTM MNAs will be involved in the dev/merger policies relating to their area. ,Positive
"& despite sceptics & beyond despondency I trust PM Khan to deliver on his commitment to Rule of Law, Constitution & defence of state institutions as well as to human rights guaranteed in Constitution - not just in present situation but also on issues like Enforced Disappearances ",Positive
"Brutal murder of Maulana Sami ul Haq - utterly condemnable. What is happening to us as a people - such violence, such brutality? Sad indeed.'",Positive
We have also taken both PPP and PMLN into confidence on developments and will keep them posted on developments. ,Positive
"It has been a long but good day. Met Dr Fauzia Siddiqui, Dr Afia Siddiqui's sister early this morning. PTI is committed to seeking return of Dr Afia - specifically mentioned in PTI Manifesto also. Discussed various options available. ",Positive
Trying to sort out the issues - incl legal ones. Hopefully issue shd be resolved - too bad previous govt kept it pending. ,Positive
Just for the record this small mosque was being constructed next to Bani Gala office way before elections began ,Positive
"So proud PM has maintained our position on playing a mediatory role in Yemen conflict rather than succumbing to becoming a party to the conflict. This was part of the previous Parliament's Yemen Resolution but previous govt did not push mediatory role. Glad now Pak moving on it.""",Positive
Indian state continues its state terrorism against Kashmiris in IOK. Condemnable. Pak must push for UN Human Rights Council instituting a commission of inquiry into human rights abuses in IOK.',Positive
"Met a delegation led by Executive Director, Centre for Social Justice (CSJ),Peter Jacob. Delegation comprised of Director, Institute of Development Research & Corresponding Capabilities (IDRAC), Amjad Nazeer and Coordinator, Bytes for All,  Fatima Atif. ",Positive
And Dr Yasmin Rashid has made the pti position clear - obviously some of the many PMLN inductees of the Punjab secretariat are delib spreading this rubbish. Hope Punjab Health Minister will get this investigated and take punitive action against culprits ,Positive
Told the HR ambassador I was already aware of the Swedish govt's feminist foreign policy - a first of its kind ,Positive
Also assured them of support in eliminating discriminatory wording in govt ads regarding cleaning staff jobs. It is indeed shameful how this issue continues to linger on in the Gazette. ,Positive
There is reason for their rejection viz registration. It is the right of every country to decide which INGOs shd be allowed to work here and they must comply with the law. Many INGOs have registered and continue to work. Those not fulfilling the criteria must leave ,Positive
So shd corrupt ppl be allowed to go free? Case began in last govt As for PU CM KP invited the students today for mtg to resolve issues and note complaints. But please police violence and corruption-arrests two diff issues ,Positive
"Indian aggression becoming an increasing threat to peace in the region - firing on AJK PM's heli within AJK a war-like move by any description.""",Positive
And the world has seen Indian army's barbarism in IOK repeatedly. State terrorism unabated. ,Positive
See my response But yes at the end of the day after debate and discussion  govt policy reflects cabinet consensus. ,Positive
"Pakistan Citizenship 1951 Article (ii) gives citizenship rights to those born in Pakistan after Act operational with some specific exceptions. The PM's decision is in keeping with our laws. Let us not allow fear to overcome human goodness - we are not Trump's USA & right wing EU""",Positive
Had an interesting mtg with Jonathan Powell Director Inter/Mediate - they work on conflict resolution in diff parts of the world. He was involved in the Good Friday Agreement working with Blair govt. Discussed Kashmir &,Positive
When ex PM Abbasi appointed him hastily in his last days in office I had objected as our Envoy in UK had 4 mths left to serve there This errant new envoy is a junior bps 20 officer &,Positive
Have asked my office and helpline to get details and also will ask Punjab govt to act. ,Positive
just for the record Punjab govt had already taken action on this immediately ,Positive
"Being in a pol party teaches u tolerance and being in govt is a fast-track lesson in often following the ""silence is golden"" approach Can one learn lessons late in life? Perhaps as challenging as getting the right thing done'",Positive
Unofficial results of Presidential elections show Dr Arif Alvi winning the Presidential election. Congratulations to Dr Arif Ur Rehman Alvi - President Arif Ur Rehman Alvi of the Islamic Republic of Pakistan. What a wonderful ring to it',Positive
"PTI delivers on its commitment to make Pakistan Green with its amazing #Plant4Pakistan programme today - across the country ppl planted trees - one major step forward to counter climate change and pollution. PMIK, a man committed to bettering the environment, led the drive today.'",Positive
"Just wanted to apologise to all those friends, relatives and well wishers who sent eid greetings and congratulatory SMSs My SMS just stopped working and only this evening my rescuer Ghani finally fixed it but in the process most messages deleted So unable to reply. Apologies'",Positive
So true Yes govt must keep public places clean but responsibility also falls on citizens to clean up their mess and to stop littering the streets as they walk or drive by ,Positive
Before rushing to tweet in response to social media commentators ensured Punjab govt would take action against all the guilty. PM Khan and the govt are categorical about protecting all citizens and acting against all law breakers. ,Positive
Khan Sahab welcomed the positive msg conveyed by the Indian HC on behalf of his govt. And reiterated his hope for both countries to move forward for the betterment of the people of the subcontinent. ,Positive
Khan Sahab also expressed the hope that the SAARC Summit would be held soon in Islamabad. The Indian HC said post the Modi phone call to Khan there was a new optimism in India that relations would move forward positively. ,Positive
Seriously? U can't find anything else on IK so the dog becomes an issue? This is worse than pathetic Oops but then I forget u were prone to censoring columns which expressed views different from urs Petty petty petty always ,Positive
"So proud of ur achievement esp entirely on ur own merit. This is just the start InshaAllah - to a gt career ahead in international law and furthering of human rights. My pride, my joy, my best friend always ",Positive
For a country that elected a crazed unpredictable leader like Trump NYT has the audacity to refer to IK as unpredictable - a ldr who struggled for 22 yrs against corruption and injustice Such imperialist arrogance ,Positive
"Didn't know EU supported corruption, tax evasion and breaking of laws by political ldrs in Pakistan while not allowing it in their own countries Rather an arrogant and condescending approach ",Positive
Ask them We won fair and square. Ppl of KP voted for us with an even greater majority coz we had delivered Look what happened in Khi where govt failed to deliver even drinking water Same in Punjab - incl Takht Lahore So InshaAllah we will now move towards Naya Pakistan ,Positive
Well we are a political force thx to the ppl of Pak and we showed that in the elections. Now stop whining and accept defeat with as much grace as u can muster BTW Bilour sb did so again ,Positive
Our enemies target Balochistan again with a condemnable terrorist attack in Quetta targeting innocent Pakistanis seeking to exercise their right to vote. Where was the security for sensitive polling stations? Truly sad.',Positive
"Time to stop taking what foreign media says abt r elections seriously. Their bias is so evident As for Indian media it has gone ballistic at losing NS - remember an Indian pol saying, ""We have invested a lot in Nawaz Sharif"" Nothing more needs to be said ",Positive
