OriginalTweet,Sentiment
" وزیراعظم ""گھبرانا نہیں"" کی گردان چھوڑیں اور گھر جانے کی تیاری کریں، خیبر پختونخواہ سے پی ٹی آئی کے زوال کا آغاز ہوگیا، تبد…",Negative
"حکومت کے نامہ اعمال میں ناکامیوں کے سوا کچھ نہیں۔ پی ٹی آئی کے اقتدار کا سورج مایوسی اور بے بسی کے ساتھ غروب ہو رہا ہے۔
خیبر پختونخواہ سے زوال کا آغاز ہوگیا۔ تبدیلی جہاں سے لائی گئی وہیں سے واپس جا رہی ہے۔",Negative
دنیا مصنوعی سورج کے تجربات کر رہی، ہم صدارتی نظام کی بحث میں الجھے ہوئے ہیں۔ حکومت نے اپنی نالائقیوں پر پردہ ڈالنے کےلیے یہ بحث شروع کی۔ آئین پر اس کی روح کے مطابق عمل ہوتا تو بیشتر مسائل حل ہو چکے ہوتے۔ صدارتی نظام کئی دفعہ آزمایا گیا، اب پاکستان کو اسلامی نظام کی ضرورت ہے,Negative
حکومت نے پہلے کشمیر کو بھارت، اب ملکی معیشت کو عالمی مالیاتی اداروں کے حوالے کر دیا۔ سٹیٹ بنک کو خودمختار بنا کر گورنر سٹیٹ بنک کو مالیاتی وائسرائے کا درجہ دے دیا گیا۔ اب وہ پارلیمنٹ، وزیراعظم، وزیرخزانہ سمیت کسی کو جواب دہ نہیں۔ ,Negative
حکومت نے سٹیٹ بنک کو شرمناک معاہدہ کے تحت آئی ایم ایف کو فروخت کردیا۔ اپوزیشن چاہتی تو سٹیٹ بنک آرڈیننس اور منی بجٹ ایوان بالا سے پاس نہ ہوتے۔ غلامی کی دستاویز پر ٹھپہ لگانے میں حکومت اور اپوزیشن برابر کی شریک ہیں۔,Negative
حکومت آئی ایم ایف کے سامنے گونگی، عوام کی چیخ و پکار پر بہری اور ملکی مسائل پر اندھی ہو چکی ہے۔,Negative
اہم قانون سازی کے موقع پر سینیٹ میں اپوزیشن ارکان کی غیرحاضری بعید از قیاس نہ تھی۔ تینوں بڑی جماعتوں میں لڑائی ظاہری اور قوم کو بےوقوف بنانے کے لیے ہے۔ استعمار کی غلامی میں سب ایک ہیں، عالمی اداروں کی چوکھٹ پر سب سجدہ ریز ہیں، ملکی اور عالمی اسٹیبلشمنٹ کی آشیرآباد چاہتی ہیں۔ ,Negative
سینیٹ میں حکومت اور اپوزیشن نے مل کر ملک کو آئی ایم ایف کی مکمل غلامی میں دھکیل دیا۔ سٹیٹ بنک بیچنے اور منی بجٹ پاس کرانے کے جرم میں حکومت اور اپوزیشن برابر کی شریک ہیں۔ قوم دیکھ رہی ہے حکمران اشرافیہ کن کن طریقوں سے ملکی خودمختاری کا سودا کررہی ہے۔,Negative
ملک میں کرپشن، مہنگائی و بےروزگاری اور غربت کی آگ لگی ہے۔ حکومت روزانہ اشیائے ضروریہ کی قیمتوں میں اضافہ کرکے اس آگ پر تیل چھڑکتی، اور غریب عوام کے زخموں پر نمک پاشی کرتی ہے,Negative
پی ٹی آئی نے مہنگائی کا 74سالہ ریکارڈ توڑ دیا ہے، درپیش چیلنجز سے نمٹنے کی بجائے مسائل میں اضافہ کر رہی ہے۔ آئی ایم ایف کی فرمائش پر منی بجٹ غریب عوام پر ناقابل برداشت کاری ضرب ہے۔ عام آدمی مہنگائی اور غربت سے لڑ رہا ہے جبکہ کھلاڑی آپس میں دست و گریبان ہیں۔,Negative
"سانحہ مری کا سارا ملبہ عوام پر ڈال کر حکومت نے زخموں پر نمک پاشی کی۔  ذمہ داری حکومت پر عائد ہوتی ہے۔ اس کی بدانتظامی و بدتدبیری کی وجہ سے بچے بوڑھے عورتیں بےبسی کی موت کی نذر ہوئے
یہاں کوئی ذمہ دار حکومت ہوتی تو کھلے دل سے غلطی اعتراف کرتے، قوم سے معافی مانگتے اور مستعفی ہو جاتے",Negative
 پی ٹی آئی کے پاس اعلانات کا وقت بھی نہیں بچا،اب وزیراعظم گھبرانا نہیں کی رٹ چھوڑیں جانے کی تیاری کریں،سٹیٹ بنک ہمارے ہاتھو…,Negative
حکومت نااہلی کے بحر بےکراں کی مسافر ہے۔ ہر نیا دن حکومت کی نالائقی کی نئی داستان کے ساتھ طلوع ہوتا ہے۔ ساڑھے تین سال میں ملک کو بدحالی کی آخری حد تک پہنچا دیا۔ منی بجٹ کے ذریعے معاشی ناکامیوں کا بوجھ غریب عوام پر ڈال دیا گیا ہے,Negative
"حکومت نے سٹیٹ بنک آئی ایم ایف کے حوالے کر دیا۔
آج اسٹیٹ بینک ہمارا نہیں ہے، اس کا گورنر پاکستان کے بجائے آئی ایم ایف کو جوابدہ ہے، آئی ایم ایف ہی اس کو پالیسی دیتا ہے۔ اس سے فوری استعفیٰ لیا جائے۔ اس نے پہلے مصر کی معیشت تباہ کی، اب پاکستان کا بیڑہ غرق کرنے کے مشن پر ہے۔ ",Negative
"پٹرولیم مصنوعات کی قیمتوں میں اضافہ ظلم عظیم ہے
حکمران عوامی احساسات سےعاری ہوگئے ہیں۔ آئےروز اشیائے ضروریہ کی قیمتوں میں اضافہ نےغریب کے منہ سے نوالہ چھین لیا ہے۔ منی بجٹ کےبعد ابھی مہنگائی کا جو طوفان آئے گا، اس کےلیے سونامی چھوٹا لفظ ہے۔ جماعت اسلامی اس کے خلاف احتجاج کرے گی ",Negative
حکومت سورج کی روشنی اور آکسیجن کے علاوہ ہر چیز پر ٹیکس لگا چکی ہے۔ اس منی بجٹ سے مہنگائی میں جو اضافہ ہو گا، اس کے لیے سونامی چھوٹا لفظ ہے۔ حکومت نے ملکی اداروں کی رہی سہی ساکھ بھی تباہ کر دی ہے۔ آئی ایم ایف سے طے ہونے والی شرائط قوم کے سامنے لائی جائیں,Negative
حکومتی ناکامی کے ساتھ اپوزیشن کی ناکامی اور ملی بھگت بھی پہلے دن سے واضح ہے۔ ایکسٹینشن، ایف اے ٹی ایف سے منی بجٹ تک اپوزیشن نے ہر موقع پر سہولت کاری کا کام کیا ہے۔ دونوں کے درمیان میچ پہلے دن سے فکس ہے۔ ڈیل اور ڈھیل کے چکر میں قوم کا جینا حرام کر دیا گیا ہے,Negative
 چترال سے گوادر تک پی ٹی آئی کی سونامی عوام کے لیے آزمائش بن چکی۔ لاقانونیت، کرپشن، مہنگائی، بیروزگاری پی ٹی آئی کے عوام کے…,Negative
حکومت آئی ایم ایف کے سامنے گونگی، عوام کی چیخ و پکار پر بہری اور ملکی مسائل پر اندھی ہو چکی ہے۔,Negative
"وفاقی شرعی عدالت کے1991 کےفیصلےپر ابھی تک عمل درآمد نہیں ہوا۔ 
ریاست مدینہ کا نام لینےوالی حکومت نےسود کا مکروہ نظام جاری رکھا ہوا ہے۔ وزیراعظم اپنےنعرےمیں مخلص ہیں تو ملک کواسلامی معیشت دیں۔ ہاؤس بلڈنگ/زرعی قرضوں پر سود معاف کیاجائے۔ سرکاری ملازمین کو ملنےوالے قرضےسود سےپاک ہوں ",Negative
حکومت کی نا اہلی عوام کے لیے کورونا اور ڈینگی سے سو گنا زیادہ خطرناک ہے۔ لوگ پی ٹی آئی کو انقلابی سمجھ رہے تھے وہ مکمل خرابی نکلی۔ حکومت کے پاس نہ ویژن ہے نہ صلاحیت، جھوٹ کے تعمیر کردہ مینار پاش پاش ہوگئے۔ سابقہ حکومتیں بھی ملکی معیشت اور اداروں کی تباہی کی برابر ذمہ دار ہیں,Negative
 حکومت میں بیٹھے مافیاز اور بدانتظامی کی وجہ سے ملک میں مہنگائی ہے۔ سراج الحق ,Negative
 حکومت نے عوام کو دھوکہ دیا، عمران خان نے خوشنما اعلانات کے ذریعے قوم سے مسلسل جھوٹ بولا۔ سراج الحق ,Negative
" کرپشن کے خلاف جنگ کرنے کے دعوے داروں نے مافیاز کو مضبوط کیا،عوام کے حقوق غصب کرنے والوں کا یوم حساب قریب ہے۔
",Negative
"گوادر کے ساتھ وفاقی و صوبائی حکومتوں اور اداروں کا رویہ افسوسناک ہے
 مولانا ہدایت الرحمن بلوچ کی قیادت میں 4 دنوں سے حقوق و بنیادی سہولیات کےلیے دھرنا جاری ہے۔ آج تاریخی جلوس نکلا ہے، مگر کوئی کان دھرنے بات سننے کو تیار نہیں
یہ بے حسی ختم ہونا چاہیے، گوادر کو اس کا حق ملنا چاہیے ",Negative
گزشتہ سوا تین سالوں سے یہ حکومت ون ویلنگ کر رہی ہے، اور ون ویلنگ کا انجام سب کو معلوم ہے,Negative
" مہنگائی نہیں آگ ہے، جس میں پوری قوم جل رہی ہے
حکومت نےمہنگائی کےکوڑے برساکر غریب آدمی کا سانس لینا اور بچوں کو کھلانا مشکل…",Negative
نا اہل حکومت نے معیشت، سیاست، عدالتوں، ہسپتالوں، تعلیمی اداروں، میڈیا، غریب دہقان و مزدور کا بیڑا غرق کر دیا، خواتین، بچوں، نوجوانوں اور بوڑھوں کو رلایا ہے۔ اس افسوسناک صورتحال کے خلاف قوم کی بیداری اور تحرک وقت کی اہم ضرورت ہے۔ ,Negative
حکومت وقت بےحسی کی تمام حدوں کو کراس کر چکی ہے۔ قوم کے لیے ریلیف پیکیج پیٹرول کی قیمتوں میں مزید اضافے کی صورت میں تکلیف پیکیج بن کر سامنے آیا ہے۔ مہنگائی کے ذریعے عوام کے خون کا آخری قطرہ نچوڑ لینا واحد پالیسی بن کر رہ گئی ہے,Negative
حکومت جیب کترے کی طرح قوم کو لوٹ رہی ہے۔ وزیراعظم کا عوام کے لیے ریلیف نہیں تکلیف پیکج ہے۔ اصل ریلیف بڑھائی گئی قیمتیں واپس لینا ہے۔ آٹا گھی پیٹرول کے بعد اب چینی 150 روپے کلو تک پہنچ گئی۔ یہ تمام مافیاز حکومت اور کابینہ کا حصہ ہیں تو بہتری کیسے آئے گی؟,Negative
" امیر جماعت اسلامی سراج الحق کا مہنگائی کے طوفان، حکومت کی ناکامی اور نااہلی کے خلاف ملک گیر احتجاج کا اعلان
",Negative
دوسری طرف ظالم حکمران کیا، ان کے کتے بھی یہاں مزے کر رہے ہیں۔ عوام اس ظالمانہ نظام کو بدلنے کے لیے جماعت اسلامی کا ساتھ دیں ,Negative
وزیراعظم کے ''قیمیتیں بڑھتی ہیں تو حکمران چور ہوتا ہے'' کے فارمولے کو سامنے رکھا جائے تو اس وقت ملک میں چوروں کی نہیں ڈکیتوں کی حکومت ہے۔ پیٹرول مافیا، بجلی مافیا، گیس مافیا، آٹا مافیا،چینی مافیا، ملک پر مافیاؤں کا قبضہ ہے، اکثر ان میں حکومتی صفوں میں بیٹھے ہیں۔,Negative
ملک میں حکومت آئی ایم ایف چلا رہا ہے ۔ بلندبانگ دعوے کرنے والے وزیراعظم نے آئی ایم ایف کے سامنے سرنڈر کرنے پر خود تو خودکشی نہیں کی، مگر غریب عوام کو اس پر مجبور کیا جا رہا ہے۔ ہر چیز کی قیمت میں مسلسل اضافہ غریب لوگوں کے لیے قیامت صغری کے مترادف ہے,Negative
 اسلام آباد : امیر جماعت اسلامی سراج الحق محسن پاکستان ڈاکٹر عبدالقدیر خان کی صاحبزادی سے ان کی رہائش گاہ پر تعزیت کے بعد م…,Negative
پٹرول کی قیمت میں مزید 5 روپے کا اضافہ غریب عوام کے ساتھ ظلم عظیم ہے۔ حکومت نے بےحسی کی تمام حدیں پار کر لی ہیں۔ ظالمانہ اضافہ فی الفور واپس لیا جائے,Negative
ڈاکٹر عافیہ صدیقی کےگھر پر حاضری دی اور والدہ اور بہن سےملاقات کی۔ ڈاکٹر عافیہ کا کیس عالمگیر نا انصافی اور ہماری ریاست و حکومت کی بےحسی کی ایک مثال ہے۔ وزیراعظم بھی ان کی رہائی اور وطن واپسی کا وعدہ بھول گئے ہیں۔ موجودہ حالات میں رہائی کے حوالے سے میسر مواقع کو ضائع نہ کیا جائے ,Negative
 ملک کے مسائل کا حل قرآن و سنت کے نظام کے نفاذ میں ہے۔ موجودہ اور سابقہ حکمرانوں نے ملک کو جان بوجھ کر اس نظام سے محروم رکھ…,Negative
 وزیراعظم اور ان کی ٹیم نے گزشتہ ایک ہزار دنوں میں اگر تقریروں کے علاوہ کوئی اور کام کیا ہے تو عوام کو بتائیں۔ پی ٹی آئی قو…,Negative
ویسے تو پورے ملک میں مایوسی ہے، اس حکومت نے لوگوں کے چہروں سے مسکراہٹ چھین لی ہے، مگر گوجرانوالہ کے 21 سالہ نوجوان طلحہ طالب نے پوری قوم کو خوشی دی ہے۔ ویٹ لفٹنگ کے اولمپک مقابلوں میں پانچویں پوزیشن لی ہے، پہلا نوجوان ہے جو اس کیٹیگری میں اولمپک تک پہنچا۔ 1/2 ,Negative
"پیڑول کی قیمت میں ایک دفعہ پھر اضافہ ظلم اور بےحسی ہے
حکومت غریب عوام کی مشکلات کا اندازہ و ازالہ کرنے سے قاصر ہے",Negative
وفاقی دارالحکومت میں ناقص ٹاؤن پلاننگ اور تجاوزات و قبضہ گیری کی یہ کیفیت انتہائی افسوسناک اور حکومتی اداروں کی واضح ناکامی ہے۔ شہریوں کے نقصانات کے ازالے کےلیے فوری اقدامات کیے جائیں,Negative
ماضی کی تمام حکومتوں نے کشمیریوں کے حق خود ارادیت کی جدوجہد اور شہدائے کشمیر سے بے وفائی کی ہے۔ اب بھی آزادکشمیر انتخابات میں یہ سب سری نگر کو نہیں بلکہ مظفرآباد فتح کرنا چاہتے ہیں۔,Negative
ملک میں وسائل کا نہیں ، حکمرانوں کی اہلیت، صلاحیت اور وژن کا شارٹ فال ہے۔ سینکڑوں دعوے، وعدے اور اعلانات کیے لیکن عمل کا خانہ خالی ہے,Negative
حکومت ہوش کے ناخن لے، معاہدے کی پاسداری اور مذاکرات سے معاملات حل کرے۔ لاہور سانحہ کی جوڈیشل انکوائری کی جائے، بےگناہ لوگوں کو فوری رہا کیا جائے ,Negative
موجودہ حکمران بے روزگاری و مہنگائی کی ذمہ داری پچھلی حکومتوں پر ڈا ل کر خود خواب خرگوش کے مزے لے رہے ہیں۔  ماضی کی حکومتیں بھی ملک کو مسائل سے دوچار کرنے میں برابرکی ذمہ دارہیں۔ مگر ان تین سالوں میں حالات ماضی سے بھی بدتر ہو گئے ہیں۔ ثابت ہو گیا کہ حکومت کے پاس کوئی ویژن نہیں,Negative
"آج اسلام آباد میں نوجوانوں کے بےروزگاری مارچ میں شرکت کی۔ کئی نوجوانوں ہاتھوں میں ڈگریاں لیےشریک ہوئے
بےروزگاری کےسونامی میں نوجوانوں کی ڈگریاں ردی کا ٹکڑا بن گئیں۔ لاکھوں نوجوان ڈگریاں اٹھائےروزی کی تلاش میں گھوم رہےہیں۔ حکومت روزگار کےوسائل پیدا کرنےکےبجائے لنگرخانے کھول رہی ہے ",Negative
گزشتہ تین برسوں میں حکومتی کارکردگی نے عوام کو مایوس کیا ہے۔ گورننس پر عدم توجہ کے باعث لوگوں کی مشکلات میں اضافہ ہوا ہے۔ آئی ایم ایف مارکہ بجٹ کے بجائے پاکستانی بجٹ پیش کیا جائے تاکہ کمر توڑ مہنگائی کم ہو اور نوجوانوں کے لیے روزگار کے مواقع پیدا ہوں۔,Negative
قوم اس انتظار میں تھی کہ حکومت اپنے اعلانات اور معاہدے پر عمل کرے، لیکن افسوس کہ حکومت کی نیت ٹھیک نہیں تھی۔ حکومتی اقدامات مغرب کو خوش کرنے والے ہیں,Negative
"ایف اے ٹی ایف کے معاہدے کو کامیاب کرانے کے لیے یہ سب کچھ ڈیزائن کیا گیا۔ حکومت نے مغربی خوشنودی کے لیے ظلم کا راستہ اختیار کیا۔
صبح منصورہ میں ملی یکجہتی کونسل اور دوسرے علمائے کرام کا اجلاس بلایا ہے تاکہ صورتحال کا جائزہ لے کر بہتری کا راستہ نکالا جائے۔ ",Negative
"علامہ سعد رضوی کی بلاجواز گرفتاری قابل مذمت ہے۔
یہ بات افسوسناک ہے کہ حکومت نہ صرف تحریری معاہدے پر عمل کرنے میں ناکام رہی ہے بلکہ ملک کو انارکی کی طرف دھکیل دیا گیا ہے
حالات کی درستی کا تقاضا ہے کہ علامہ سعد رضوی کو فوری طور پر رہا کیا جائے، حکومت معاہدے پر عملدرآمد یقینی بنائے",Negative
"یہ امر افسوسناک ہےکہ موجودہ حکومت بھی پرانی حکومتوں کی ڈگر پر چل رہی ہے
وہی چال بےڈھنگی جو پہلےتھی سو اب بھی ہے
کابینہ سابقہ حکومتوں کےوزرا پرمشتمل ہوگی تو کسی تبدیلی کی توقع کیسےرکھی جاسکتی ہے؟ آٹا مافیا، چینی مافیا، پیٹرول مافیا، اب کنٹریکٹ مافیا، مافیاؤں کی لسٹ بڑھتی جا رہی ہے ",Negative
گزشتہ پانچ حکومتوں نے جنوبی پنجاب کو صوبہ بنانے کا وعدہ کیا مگر کسی نے بھی پانچویں صوبے کا وعدہ پورا نہیں کیا۔ اس خطے میں زراعت تباہی کا شکار ہے، کسان کو اجناس کی قیمت نہیں ملتی ، بےروزگاری، غربت، تعلیم و صحت سے محرومی ہے۔ اس کے اضلاع کا شمار ملک کے پسماندہ ترین اضلاع میں ہوتا ہے,Negative
بہاولپور اور جنوبی پنجاب سے اب تک صوبے کا وعدہ پورا نہیں ہوا۔ فائیو جی کے زمانے میں حکومت نعرے و عدے کے باوجود پانچواں صوبہ نہیں بنا سکی۔ پاکستان کی محسن ریاست بہاولپور سے ناانصافی کا سلسلہ ختم ہونا چاہیے۔ ,Negative
"کشمیر کےمعاملہ میں حکومت کی غیرسنجیدگی واضح ہے۔ یکجہتی کشمیرکی نسبت سےآج پورےملک میں جماعت اسلامی کی طرف سےپروگرامات کا انعقاد کیاگیا۔ یکجہتی کےاس تسلسل کو بڑھاتےہوئے 22کروڑ عوام اورپوری امت کو مظلوموں کا پشتیبان بناکر تحریک آزادی کو مزیدقوت فراہم کریں گے
#JI_KashmirSolidarityDay",Negative
"لاہور میں یکجہتی کشمیر مارچ میں شرکت کی اور اہل کشمیر کی ہر ممکن حمایت و امداد کا اعادہ کیا۔ حکومتوں نے کشمیر کے لیے ایک ہزار سال تک لڑنے کے دعوے کیے مگر ایک دن کےلیے بھی لڑنے کی جرات نہ کر سکے۔ مظلوم کشمیری عوام پاکستان کی عملی امداد کے منتظر ہیں
#JI_KashmirSolidarityDay ",Negative
مہنگائی کے طوفان نے لوگوں کی زندگی اجیرن بنا رکھی ہے۔ تنخواہوں میں اضافہ سرکاری ملازمین کا بنیادی حق ہے۔ مطالبات کی بھرپور حمایت کرتے ہیں۔ حکومت فسطائی ہتھکنڈے بند کرے، مطالبات تسلیم کیے جائیں، گرفتار ملازمین کو فی الفور رہا کیا جائے۔ ,Negative
حکومت نے مسئلہ کشمیر پر صدی کا سب سے بڑا یوٹرن لیا۔ ادھر تم ادھر کی پالیسی اختیار کرکے ایک کروڑ کشمیریوں کو مودی جیسے قصائی کے حوالے کردیا گیا ہے۔ 5 فروری کو پاکستانی قوم اہل کشمیر کے ساتھ بھرپور طریقے سے اظہار یکجہتی کرے گی۔ ہر گلی محلے دیہات قصبے اور شہر سے جلوس نکلیں گے ,Negative
پیٹرولیم مصنوعات کی قیمتوں میں ایک دفعہ پھراضافہ صریحاظلم، اورمہنگائی پر مبنی دہشت گردی ہے۔ ہرکچھ دن بعد اشیائےضروریہ کی قیمتوں میں اضافےکی سمریاں بنانےاور دستخط کرنےوالے احساس سےعاری لوگ ہیں،انھیں غریبوں کی مشکلات کاکوئی اندازہ نہیں ہے۔ اس ظالم اشرافیہ سےنجات کےلیے عوام متحد ہوں,Negative
ٹرانسپرنسی انٹرنیشنل کی رپورٹ نے وزیراعظم کے احتساب کے نعروں کی قلعی کھول دی ہے۔ بدعنوانی اور نااہلی حکومت کاٹریڈ مارک بن گیا ہے۔ کرپشن کا مرض چھوت کی طرح معاشرے میں پھیل رہا ہے۔ احتساب تب ہی بے لاگ ہوگا جب حکمرانوں کا اپنا دامن بے داغ ہوگا۔,Negative
کورونا بحران کی وجہ سے عوام پہلے ہی پریشان اور مشکل صورتحال سے دوچار ہیں۔ مگر آئی ایم ایف کی غلامی میں حکومتی بےحسی نئی بلندی کو چھو رہی ہے۔ حکومت اس سفاکانہ طرزعمل سے باز رہے، قیمتوں میں اضافہ فوری طور پر واپس لیا جائے ,Negative
آئی ایم ایف کے پاس جانے کے بجائے موت کو ترجیح دینے کے دعوے کرنے والے وزیراعظم کے دور میں اسی آئی ایم ایف کی ہدایت پر بجلی کے نرخ کا بڑھایا جانا افسوسناک اور شرمناک ہے۔ روز کسی نہ کسی چیز کی قیمت میں اضافہ ہو جاتا ہے اور غریبوں کی جیبوں پر ڈاکہ ڈالنے کا ایک مجرمانہ سرکل چل رہا ہے,Negative
وزیراعظم نےآغازہی اپنےنظریےکی نفی اور یوٹرن سےکیا۔ حکومت اسی روز ناکام ہوگئی تھی جب گھاٹ گھاٹ کا پانی پینےوالے اس میں وزیرمشیر بن گئے۔ کیا مختلف سیاسی پارٹیوں اور ڈکٹیٹر کی ٹیم سےمستعار لی گئی وزراء کی ٹیم سےبہتری کی امیدکی جاسکتی ہے؟ تجربےسےثابت ہوگیاکہ ایسی توقع خام خیالی ہوگی,Negative
ٓپی ٹی آئی کی حکومت ایڈہاک ازم کی بنیاد پر چل رہی ہے۔ پی ڈی ایم میں شامل دو جماعتوں نے بھی حکومتو ں کے مزے لیے اور ملک کو مسائل سے دوچار کیا۔ موجودہ حکومت نے ان مسائل میں مزید اضافہ کیا۔ اب حالات اس نہج پر پہنچ چکے ہیں کہ موجودہ سیٹ اپ کو لانے والے بھی پریشان ہیں۔,Negative
کوئی وزیراعظم کو خبردار کرے کہ اب صرف سانس لینے پر ہی ٹیکس لگانا باقی رہ گیا ہے۔ کام کوئی نہیں کیا، تین سالوں میں کوئی ایک میگا پراجیکٹ شروع نہیں کیا جا سکا مگر ٹیکسوں کی شرح اور رفتار بڑھتی جا رہی ہے۔ یہ پیسہ کس کی جیب میں جا رہا ہے؟ صورتحال انتہائی افسوسناک اور شرمناک ہے ,Negative
پٹرولیم مصنوعات کی قیمتوں میں مزیداضافہ ظلم و معاشی دہشت گردی ہے۔  بجلی،گیس،چینی، آٹےسمیت روزمرہ استعمال کی اشیا کی قیمتوں میں ہرکچھ دن کےبعد اضافے سےاندازہ ہوتا ہےکہ حکومت کو عوامی مشکلات کا کوئی اندازہ نہیں۔ نئےپاکستان میں عوام کی جیبوں پرڈاکہ ڈالنےکو آمدن کا ذریعہ بنالیا گیاہے,Negative
"شکریہ گوجرانوالہ
جماعت اسلامی نے تحریک کے دوسرےمرحلے کا آغاز پہلوانوں کے شہر میں اس شاندار جلسہ عام سےکیا ہے۔ عوام کی غیرمعمولی شرکت نے حکومتی ناکامی اور عدم مقبولیت کو واضح کر یا ہے۔ نجات کا وقت آ پہنچا
گوجرانوالہ کے نظم اور کارکنان کو محنت پر شاباش، مبارکباد
#JI_GujranwalaJalsa ",Negative
عمران خان اپنے وزرا کی کارکردگی سے غیرمطمئن ہیں جبکہ قوم ان کی کارکردگی سے غیرمطمئن اور پریشان ہے۔ اگر اپنے منتخب کردہ کھلاڑی نکمے اور ناکارہ نکلے ہیں تو یہ کپتان کی صلاحیت اور کارکردگی پر بڑا سوالیہ نشان ہے۔ افسوس کہ ملک و قوم اس بےکار سلیکشن کا خمیازہ بھگت رہے ہیں,Negative
حکومت نےعوام کو کریک ڈاﺅن، لاک ڈاﺅن اور بریک ڈاﺅن کےتحائف دیے۔ معیشت وینٹی لیٹر پر،عوام مایوس و بدحال جبکہ امن وامان کی صورتحال انتہائی مخدوش ہے۔ ڈھائی سال میں عوامی فلاح وبہبود کا کوئی ایک بڑا منصوبہ کاغذوں پربھی سامنےنہیں آسکا۔ اہلیت کےبجائے سلیکشن ہوگی تو صورتحال ایسی رہےگی,Negative
وزیراعظم کو متاثرین کےمطالبے کےبغیر پہلےدن کوئٹہ آنا اور لواحقین کےپاس حاضر ہونا چاہیےتھا۔ وفاقی کابینہ کا اجلاس اسلام آباد کےبجائے کوئٹہ میں ہوتا تو ہزارہ برادری اور قوم کو حوصلہ ملتا۔ مگر کئی دنوں سےلاشیں پڑی ہیں، حکومت ٹس سے مس نہیں ہو رہی۔ دنیا بھر میں قوم کی بدنامی ہو رہی ہے,Negative
"لاہور سےبائی روڈ سفر کرکے صبح 5بجے کوئٹہ پہنچا تو مائنس 8 درجہ حرارت تھا، جس میں پانی برف بن جاتا ہے۔ اس موسم میں مائیں بہنیں بیٹیاں بچےلاشوں کےساتھ موجود تھے۔ مگر حکمرانوں کا رویہ اس سردموسم سےزیادہ سرد ہے۔ان پتھر دل لوگوں کو ان معصوموں پر ترس نہیں آیا
#JI_StandsWithMachVictims",Negative
"جماعت اسلامی کی تحریک کےدوسرے مرحلےکا آغاز کل گوجرانوالہ میں جلسہ عام سےہوگا۔ 27 دسمبر کو لکی مروت میں جلسہ عام ہوگا۔ جنوری سےمارچ تک جلسوں کا شیڈول تیار ہے
حکومتی ناکامی سے تنگ اور نجات کےخواہشمند عوام کورونا ایس او پیز پر عمل کرتےہوئے جلسوں میں بھرپور شرکت کریں گے۔ ان شاء اللہ",Negative
"ڈھائی برسوں میں چترال سےکراچی تک حکومتی ناکامیوں کی داستان ہرجگہ پھیل چکی۔ کریڈٹ پر چند لنگرخانوں کےعلاوہ کچھ نہیں۔ وزیراعظم نےلوگوں کو مرغیاں اور کٹے پالنے کےمفت مشورے ہی فراہم کیے۔ عوام دال روٹی کےلیے پریشان، 44فیصد بچےسکول سےباہر, لاکھوں نوجوان روزگار کےلیے مارےمارے پھر رہےہیں",Negative
حکومت خوف کا شکار ہے۔ قبل از وقت سینیٹ انتخابات اور شو آف ہینڈ کے آپشنز غیرآئینی اور الیکشن کمیشن کے قوانین کی خلاف ورزی ہیں۔ مذمت کرتے ہیں۔ آئین پاکستان میں واضح ہے کہ سینیٹ الیکشن کب اور کیسے ہوں۔ حکومت آئینی طریقے کو بلڈوز کرنے کی کوشش نہ کرے۔,Negative
خیبرٹیچینگ ہسپتال میں آکسیجن نہ ہونےکےباعث اموات ایک سانحہ ہے۔پشاور کےبڑےہسپتال میں اگر یہ صورتحال ہےتو باقی صوبےکی کیفیت کیاہوگی۔ اس سانحے نےحکومت کی نااہلی مزید عیاں کردی ہے۔ وزیراعظم ماضی میں  یورپ/استعفی کی مثال دیتےتھے،ان کےدورمیں کئی سانحےہوئے، کسی کےکان پرجوں تک نہیں رینگی,Negative
موسمی دھند کے علاوہ ملک کو سیاسی دھند نے بھی لپیٹ میں لیا ہوا ہے. حکومت اور اپوزیشن اتحاد کے غیر سنجیدہ رویہ کی وجہ سے ملک عدم استحکام کا شکار ہو رہا ہے۔ سیاسی جماعتوں نے باہم گفتگو کا آغاز نہ کیا تو عدم استحکام اور خطرات میں مزید اضافہ ہوگا۔,Negative
کل ان شاء اللہ دیر پائین میں جماعت اسلامی بڑھتی ہوئی مہنگائی و بےروزگاری اور حکومتی ناکامی کے خلاف اپنی تحریک کا چوتھا بڑا جلسہ عام کرے گی۔ کورونا بحران، ملک میں جاری سیاسی سرگرمیوں اور تحریک کے حوالے سے اہم اعلان کروں گا۔ ,Negative
پاکستان اسٹیل ملز کے4500 سےزائد ملازمین کی بیک جنبش قلم جبری برطرفی افسوسناک اور حکومت کی ظالمانہ اور مزدور دشمن پالیسی کا منہ بولتا ثبوت ہے۔ ایک کروڑ نوکریاں دینے کا دعوی کرنے والے حکمران ایک ایک کرکے نوکریاں چھین رہےہیں۔  آئی ایم ایف کی غلامی پر مبنی یہ پالیسی قابل قبول نہیں ہے ,Negative
جماعت اسلامی کی مہنگائی و بےروز گاری اور حکومتی ناکامی و نااہلی کے خلاف تحریک عام آدمی کے دل کی آواز ہے۔ کل گراسی گراؤنڈ سوات میں جلسہ عام اس تحریک کا اہم سنگ میل ثابت ہوگا۔ ان شاء اللہ,Negative
